id,node_id,position
4885860,252127497,0
4885860,252127391,1
4885860,252127392,2
4885860,252127393,3
4885860,252127394,4
4885860,252127395,5
4885860,2394655461,6
4885860,2394655460,7
4885860,583358075,8
4885860,2394655458,9
4885860,252127396,10
4885860,2394655457,11
4885860,355698147,12
4885860,2394655455,13
4885860,2261060303,14
4885860,2261060300,15
4885860,2395783734,16
4885860,516003281,17
4885860,4053680405,18
4885860,252127397,19
4885860,252127398,20
4885860,252127399,21
4885860,252127400,22
4885860,516043718,23
4885860,1345781363,24
4885860,775654105,25
4885860,1749611356,26
4885860,1345664329,27
4885860,582943238,28
4885860,1345663250,29
4885860,4053740070,30
4885860,252127401,31
4885860,1749730545,32
4885860,1749730547,33
4885860,1749730551,34
4885860,2380794565,35
4885860,582943207,36
4885860,252127402,37
4885860,251147570,38
4885860,251147571,39
4956455,27610474,0
4956455,27610180,1
4956455,27610344,2
4956455,27608148,3
4956455,27609074,4
4956455,27610834,5
4956455,27608051,6
4956455,27607582,7
4956455,27611055,8
4956455,27607854,9
4956457,27610282,0
4956457,27608778,1
4956457,27609719,2
4956457,27609420,3
4956457,27609425,4
4956457,2432769629,5
4956457,27608485,6
4956457,2432769630,7
4956457,2387378553,8
4956457,2432769628,9
4956457,27609377,10
4956457,27609945,11
4956457,4035806220,12
4956457,27607473,13
4956457,27610961,14
4956457,27611397,15
4956457,27608122,16
4956457,2432769627,17
4956457,27608263,18
4956457,4421916437,19
4956457,27611279,20
4956457,4421916438,21
4956457,27609853,22
4956457,3805785617,23
4956457,3805785616,24
4956457,3805785614,25
4956457,4380388446,26
4956457,3805785611,27
4956457,21107257,28
4956457,27610460,29
4956457,27608025,30
4956457,27608288,31
4956457,4369559103,32
4956457,4369559101,33
4956457,4369559102,34
4956457,4369559100,35
4956457,4369559099,36
4956457,4369559104,37
4956457,4369559107,38
4956457,4369559106,39
4956457,4369559105,40
4956457,3805785559,41
4956457,27608540,42
5169872,558530066,0
5169872,2342422467,1
5169872,255088694,2
5169872,269715136,3
7991264,245939789,0
7991264,1485004792,1
7991264,1485004805,2
7991264,26631587,3
7991264,26631589,4
7991264,26631592,5
7991264,26631594,6
7991264,26631596,7
7991264,26631599,8
7991264,26631601,9
7991264,26631603,10
7991264,26631607,11
7991264,26631612,12
7991264,26631616,13
7991264,26631620,14
7991264,26631622,15
7991264,26631627,16
7991264,26631631,17
7991264,4618168866,18
7991264,26631635,19
7991264,26631640,20
7991264,26631644,21
11773018,105404370,0
11773018,4952048296,1
11773018,4952048295,2
11773018,4952048294,3
11773018,4952048293,4
11773018,4952048292,5
11773018,4952048300,6
11773018,4952048302,7
11773018,4952048291,8
11773018,4952048301,9
11773018,4952048290,10
11773018,4952048289,11
11773018,4952048288,12
11773018,4952048287,13
11773018,4952048286,14
11773018,4952048285,15
11773018,4952048284,16
11773018,4952048283,17
11773018,4952048282,18
11773018,2335432376,19
11773018,105403740,20
11773018,105403739,21
11773018,2270636698,22
11773018,31681199,23
11773018,595767852,24
11773686,775651643,0
11773686,105411529,1
11773686,105411528,2
11773686,105411527,3
11773686,2264019037,4
11773686,1939657408,5
11773686,105411526,6
11773686,105411524,7
11773686,105411523,8
11773686,105411522,9
11773686,775651240,10
11773686,105411520,11
11773686,2385527173,12
11773686,269417305,13
11773686,1484043534,14
11773686,2382041977,15
11773686,105411519,16
11773686,105411518,17
11773686,1484043371,18
11773686,1939657403,19
11773686,1939657392,20
11773686,105410364,21
11773686,105410363,22
11773686,105410362,23
11773686,105410361,24
11773686,105410360,25
11773686,105410359,26
11773686,1939657380,27
11773686,2385527171,28
11773686,105410358,29
11773686,105410357,30
11773686,2382036466,31
11773686,2382036465,32
11773686,2382036464,33
11773686,4088558041,34
11773686,2382036463,35
11773686,2382036462,36
11773686,2382036461,37
11773686,2382036460,38
11773686,105410351,39
11773686,2264018549,40
11773686,105410350,41
19428408,1759632310,0
19428408,1759632268,1
19428408,1759632290,2
19428408,1759632272,3
19428408,2264073245,4
19428408,2264073242,5
21127342,539126176,0
21127342,539126162,1
21127342,1680342433,2
21127342,539126175,3
21127342,539126174,4
21127342,2362261589,5
21127342,370761543,6
21127342,539126172,7
21127342,539126171,8
21127342,370761539,9
21127342,3887660039,10
21127342,3887660042,11
21127342,539126170,12
21127342,252123545,13
21127342,3887637127,14
21127342,252123546,15
21127342,252123547,16
21127342,3887627519,17
21127342,252123548,18
21127342,252123549,19
21127342,3887627515,20
21127342,252123208,21
21127342,370765256,22
21127342,252123209,23
21127342,252123210,24
21127342,370765271,25
21127342,582944998,26
21127342,582944996,27
21127342,2470464455,28
21127342,1365784086,29
21127342,1863193950,30
21127342,1863194345,31
21127342,1863193951,32
21127342,1863193953,33
21127342,1863193944,34
21129589,251269327,0
21129589,251269329,1
21129589,251269330,2
21129589,4447079478,3
21129589,251269331,4
21129589,1926265428,5
21129589,251269332,6
21129589,1926265418,7
21129589,251269333,8
21129589,251269334,9
21129589,2396926069,10
21129589,2396926065,11
21129589,251269335,12
21129589,251269336,13
21129589,1926265635,14
21129589,412048138,15
21129589,2395934067,16
21129589,251150854,17
21129589,1758348840,18
21129589,251150855,19
21129589,251150790,20
21129589,1758348843,21
21129589,288747822,22
21129589,251150791,23
21129589,2262275069,24
21129589,251150792,25
21129589,2262275008,26
21129589,251150793,27
21129589,1690621044,28
21129589,251150794,29
21129589,1650919746,30
21129589,2397000773,31
21129589,251150795,32
21129589,251150796,33
21129589,1345799093,34
21129589,978992636,35
21129589,2447548654,36
21129589,4637938421,37
21129589,4637938419,38
21129589,251150642,39
21129589,2397012339,40
21129589,2261060313,41
21129589,4644097398,42
21129589,251150643,43
21129589,1678949011,44
21129589,251147708,45
21129589,1672435689,46
21129589,4573326657,47
21129589,1672441465,48
21129589,251147709,49
21129589,251147710,50
22767520,244412370,0
22767520,244412345,1
22767561,27438835,0
22767561,244412727,1
22767561,4150820248,2
22767561,244412728,3
22767561,244412729,4
22767561,244412730,5
22767561,244412731,6
22767561,244412732,7
22767561,244412733,8
22767561,244412734,9
22767562,251147223,0
22767562,251147058,1
22767562,244412753,2
22767562,244412754,3
22767562,2271774133,4
22767562,244412755,5
22767562,244412756,6
22767562,244412757,7
22767562,244412758,8
22767647,27438817,0
22767647,251150009,1
22767647,2470464475,2
22767647,251150010,3
22767647,2470464510,4
22767647,251150644,5
22767647,251150645,6
22767647,2470464565,7
22767647,251150646,8
22767647,251150647,9
22767647,251150648,10
22767647,251150649,11
22767647,251150650,12
22767647,251150651,13
22767647,251150652,14
22767647,251150653,15
22767647,2470464514,16
22767647,251150654,17
22767647,1365899534,18
22767647,1365899378,19
22767656,1365917822,0
22767656,1365917799,1
22767656,244412871,2
22767656,244412872,3
22876129,1880134557,0
22876129,2373176820,1
22876129,1880134554,2
22876129,1880134464,3
22876129,1880134521,4
22876129,1880134555,5
22876129,1880134504,6
22876129,21139115,7
23044315,4424002877,0
23044315,4424002878,1
23044315,4068096143,2
23044315,1485005177,3
23044315,31203355,4
23044315,2387378414,5
23044315,31203354,6
23044315,1485005173,7
23044315,2387378392,8
23044317,1485004952,0
23044317,1485004956,1
23044317,1485004970,2
23044317,1485004986,3
23044317,1485004994,4
23044317,248631306,5
23044345,21108985,0
23044345,1181148135,1
23044345,1181148137,2
23044345,2362619917,3
23044345,2362619945,4
23044345,1706465762,5
23044345,1706465761,6
23044345,1706465760,7
23044346,26631663,0
23044346,2362619949,1
23217777,2378766887,0
23217777,2378766879,1
23217777,2378766859,2
23217777,1791795363,3
23217777,1791795357,4
23217777,4053182045,5
23217777,251147863,6
23217777,2378766839,7
23217777,251147864,8
23217777,2381963378,9
23217777,2381963377,10
23217777,251147865,11
23217777,251147866,12
23217777,251147867,13
23217777,251147868,14
23218232,244412796,0
23218232,2470464524,1
23218232,244412797,2
23218232,244412798,3
23218232,244412799,4
23218232,244412800,5
23218232,244412801,6
23218232,244412802,7
23218232,244412803,8
23218232,244412804,9
23218232,244412805,10
23218232,244412806,11
23218232,244412807,12
23218232,244412808,13
23218232,244412809,14
23218237,251150010,0
23218237,2470464462,1
23218237,244412796,2
23218237,2470464471,3
23218237,2470464534,4
23218237,251150034,5
23218237,244412356,6
23226257,251269337,0
23226257,251269338,1
23226257,251269339,2
23226257,251269340,3
23226257,251269341,4
23226259,251269341,0
23226259,251269342,1
23226259,251269343,2
23226259,251269327,3
23226260,251269305,0
23226260,251269306,1
23226261,251269306,0
23226261,1926218510,1
23226261,251269307,2
23226261,251269308,3
23226261,251269309,4
23226261,251269310,5
23226261,3441071056,6
23226261,251269311,7
23226261,3441071077,8
23226261,251269312,9
23226261,1926272306,10
23226261,288747649,11
23226261,288747653,12
23226261,288747654,13
23226261,618559659,14
23226261,618559662,15
23226261,288747656,16
23226261,288747657,17
23226261,288747658,18
23226261,1752804801,19
23226261,288747659,20
23226261,2394683454,21
23226261,4618578536,22
23226261,288747671,23
23226275,251269498,0
23226275,251269497,1
23226278,251269510,0
23226278,251269526,1
23226338,251269339,0
23226338,251270350,1
23226338,251270351,2
23226347,251150829,0
23226347,251270647,1
23226347,251150830,2
23226347,4150840306,3
23226347,251150831,4
23226347,374190345,5
23226347,251150832,6
23226347,251150833,7
23226347,2262275192,8
23226347,355487749,9
23226347,251150834,10
23226347,2396941666,11
23226347,355488235,12
23226347,251150881,13
23226347,251269293,14
23226347,251269294,15
23226347,251269295,16
23226347,251269296,17
23226347,251269297,18
23226347,251269298,19
23226347,1926265657,20
23226347,251269299,21
23226347,251269300,22
23226347,1926265341,23
23226347,251269301,24
23226347,3445170556,25
23226347,2396926070,26
23226347,251269302,27
23226347,251269303,28
23226347,251269304,29
23226347,2393860551,30
23226347,251269305,31
23226351,251270366,0
23226351,412048842,1
23226351,251270367,2
23226351,412048843,3
23226351,251269310,4
23226352,251270370,0
23226352,251270366,1
23226356,251150792,0
23226356,251270680,1
23226356,251270681,2
23226356,251270682,3
23226356,251270683,4
23226356,251270684,5
23226356,251270685,6
23226366,251385246,0
23226366,2264022622,1
23226366,251385247,2
23226366,251385363,3
23226366,251385364,4
23226366,1691314757,5
23226366,349251317,6
23226366,251270493,7
23226366,251270494,8
23226366,349251263,9
23226366,251270495,10
23226366,251270496,11
23226366,1484070833,12
23226366,251270497,13
23226366,251270498,14
23226366,251270499,15
23226366,251270500,16
23226366,251270501,17
23226366,251270507,18
23226368,251270507,0
23226368,1650919774,1
23226368,251270492,2
23226371,251269527,0
23226371,4383461166,1
23226371,251270401,2
23226371,251270402,3
23226374,251270498,0
23226374,251270648,1
23226374,251270649,2
23226374,251270650,3
23226374,251270591,4
23226374,251270592,5
23226374,251270593,6
23226374,251270594,7
23226374,251270595,8
23226374,251270596,9
23226374,251270597,10
23226374,251270598,11
23226374,251270599,12
23226374,251270651,13
23226374,251270652,14
23226379,251270640,0
23226379,2362078861,1
23226382,251270438,0
23226382,251270439,1
23226382,251270440,2
23226386,251270786,0
23226386,251270787,1
23226386,251270741,2
23226386,251270742,3
23226386,251270743,4
23226386,251270744,5
23226386,251270745,6
23226386,251270746,7
23226386,251270747,8
23226386,251270748,9
23226392,251150826,0
23226392,251150827,1
23226392,251150828,2
23226392,251150829,3
23226393,251270898,0
23226393,251270899,1
23226393,251270900,2
23226393,251270901,3
23226401,251270898,0
23226401,251270641,1
23226401,251270642,2
23226401,251270643,3
23226401,251270644,4
23226401,251270645,5
23226401,251270646,6
23226401,251270647,7
23226404,251270748,0
23226404,2362078862,1
23226405,251270901,0
23226405,251270831,1
23226406,251270831,0
23226406,251270832,1
23226661,244412809,0
23226661,244412810,1
23226665,244412810,0
23226665,244412811,1
23226665,244412812,2
23226665,244412844,3
23226665,244412845,4
23226665,244412846,5
23226665,244412734,6
23230673,251269497,0
23230673,251369709,1
23230673,251369710,2
23230673,251369712,3
23230673,254478246,4
23235209,251269526,0
23235209,251269528,1
23235209,355681022,2
23235398,251385246,0
23291917,252124808,0
23291917,3887660055,1
23291917,27438826,2
23291917,3887666399,3
23291917,27438825,4
23291917,27438824,5
23291917,2362261577,6
23292035,252124934,0
23292035,27438816,1
23292035,3887643190,2
23292035,539126189,3
23292035,27438817,4
23292035,251280204,5
23292035,27438818,6
23292035,251280205,7
23292035,27438819,8
23292035,2271774123,9
23292035,27438837,10
23292035,27438820,11
23292035,251147208,12
23292035,2361887401,13
23292035,244412880,14
23292035,252125603,15
23292035,252125612,16
23292035,27438821,17
23292035,4584552609,18
23292035,252125613,19
23292035,27438822,20
23292035,27438823,21
23292052,31681139,0
23292052,244412370,1
23292052,2361915573,2
23292057,31681112,0
23292057,2361864049,1
23292066,539104704,0
23292066,1365917776,1
23292066,2361915575,2
23292194,252126326,0
23292194,252125616,1
23292195,252126332,0
23292195,2362656440,1
23292197,248631329,0
23292197,26633976,1
23292197,26633979,2
23292197,26633986,3
23292197,252126370,4
23292197,252125915,5
23292197,252125583,6
23292220,252126929,0
23292220,252126930,1
23292220,252126931,2
23292220,252126932,3
23292220,2382971627,4
23292220,252126933,5
23292220,252126934,6
23292220,252126935,7
23292220,252126936,8
23292220,252126937,9
23292220,3551312127,10
23292220,252126677,11
23292220,252126678,12
23292220,252126679,13
23292220,252126680,14
23292220,3306644970,15
23292220,252126681,16
23292220,3306644969,17
23292220,252126682,18
23292220,252126683,19
23292220,252126684,20
23292220,3306644968,21
23292220,252126613,22
23292220,252126605,23
23292224,252126605,0
23292224,2268113854,1
23292224,252126608,2
23292225,252126608,0
23292225,252126609,1
23292225,252126610,2
23292225,252126611,3
23292225,252126612,4
23292225,252126595,5
23292225,4584552599,6
23292225,4584552598,7
23292225,2361864051,8
23292246,252125583,0
23292246,252127096,1
23292249,252126981,0
23292249,3306644967,1
23292249,252126982,2
23292249,252126983,3
23292249,252126984,4
23292249,252127016,5
23292249,252127017,6
23292249,252127018,7
23292249,252127019,8
23292249,252127020,9
23292249,252127021,10
23292250,252126978,0
23292250,4584586509,1
23292250,4584586510,2
23292250,252126981,3
23292291,244412614,0
23292291,539133089,1
23292291,539133092,2
23292291,539133095,3
23292291,539133097,4
23292291,539133099,5
23292291,539133102,6
23292291,539133104,7
23292291,251147571,8
23292298,252127479,0
23292298,2394655476,1
23292298,2394655478,2
23292307,252127514,0
23292307,2394641677,1
23292307,2394641676,2
23292307,2394641675,3
23292307,2394641673,4
23292307,2394641672,5
23292307,2394641671,6
23292307,2394641669,7
23292307,2394641666,8
23292307,2394641664,9
23292307,2394641654,10
23292307,2394655517,11
23292307,2394641643,12
23292307,2394641634,13
23292307,2394641632,14
23292307,2394641630,15
23292307,2394641624,16
23292307,252127524,17
23292307,252127525,18
23292307,252127497,19
23498035,254478133,0
23498035,254478140,1
23498035,254478146,2
23498035,2393860582,3
23498035,254478161,4
23498035,254478182,5
23498035,254478193,6
23498035,254478204,7
23498035,254478222,8
23498035,254478244,9
23498038,254478244,0
23498038,251269511,1
23498038,2393860571,2
23498038,251269510,3
23498039,254478246,0
23498039,254478250,1
23498039,254478255,2
23498039,254478268,3
23498039,254478270,4
23498039,254478272,5
23498039,254478274,6
23498039,254478297,7
23498039,254478309,8
23498039,254478317,9
23498039,254478319,10
23498039,254478321,11
23556553,255088148,0
23556553,2335432430,1
24533753,3688407621,0
24533753,3701762074,1
24533753,3318894269,2
24533753,3318894270,3
24533753,3318894271,4
24533753,3331476236,5
24533753,3331476237,6
24533753,3331476238,7
24533753,3331476239,8
24533753,3331476240,9
24533753,3331476241,10
24533753,3331476242,11
24533753,3331476243,12
24533753,3308260976,13
24533753,3308260970,14
24533753,3308260975,15
24533753,3308260974,16
24533753,3308260973,17
24533753,3313893213,18
24533753,3313893214,19
24533753,3307684463,20
24533753,3308260972,21
24533753,3330070173,22
24533753,3330070180,23
24533753,3330070179,24
24533753,3330070174,25
24533753,3330070175,26
24533753,3330070176,27
24533753,3330070177,28
24533753,3330070178,29
24533753,3330070181,30
24533753,3313893215,31
24533753,266767675,32
24533753,5029136314,33
24533753,5028894269,34
24533753,5028894250,35
24533753,3319140514,36
24533753,266767672,37
24533753,266767704,38
24533753,266767700,39
24533753,266767697,40
24533753,3689917063,41
24533753,3689917076,42
24533753,3689917075,43
24533753,3688999221,44
24533753,266767690,45
24533753,3306575268,46
24533753,3306575269,47
24533753,3311899312,48
24533753,266767693,49
24533753,3306575271,50
24533753,3306575270,51
24533753,3306575272,52
24533753,266767760,53
24533753,266767679,54
24533753,266767686,55
24533753,3689086801,56
24533753,269520401,57
24533753,3308172269,58
24533753,266767682,59
24533753,3687975069,60
24533753,3308172268,61
24533753,3694935625,62
24533753,3694934219,63
24533753,3687975070,64
24533753,3308172267,65
24533753,3688407621,66
24533754,266767746,0
24533754,3318860902,1
24533754,2382971634,2
24533928,269480062,0
24533928,266770803,1
24533928,266770804,2
24533928,269849209,3
24533928,583523045,4
24533928,266770797,5
24533928,266770794,6
24533928,4169818139,7
24533928,266770791,8
24533928,4169818138,9
24533928,266770789,10
24533928,2342422911,11
24790186,269849237,0
24790186,269348964,1
24790186,269348963,2
24790186,3012493950,3
24790186,629040349,4
24790186,629040341,5
24790186,269348962,6
24790186,269348961,7
24790186,269348960,8
24790186,269348959,9
24790186,269348958,10
24790186,269348957,11
24790186,269516897,12
24790186,269348956,13
24790186,269348955,14
24790186,269348954,15
24790186,269348953,16
24790186,269348952,17
24790186,269348951,18
24790186,269348950,19
24790186,105409427,20
24790186,621411754,21
24790186,621411684,22
24790186,628974913,23
24790186,628974916,24
24790186,105409429,25
24790186,105409184,26
24790186,105409185,27
24790186,105409186,28
24790186,105409187,29
24790186,105409188,30
24790186,105408806,31
24790186,105408807,32
24790293,269349985,0
24790293,269349983,1
24790293,269349982,2
24790293,269349981,3
24790293,269349980,4
24790293,269349979,5
24790293,269349978,6
24790293,269349977,7
24790293,269729499,8
24790293,269349976,9
24790293,269518060,10
24790293,269518304,11
24790293,269349276,12
24790319,269349976,0
24790319,269350260,1
24790319,269350261,2
24790319,629040354,3
24790319,2385194439,4
24790485,269350455,0
24790485,561392166,1
24790485,269350779,2
24790485,1365831799,3
24790485,4342982738,4
24790485,1365831796,5
24790485,269350781,6
24790485,269711271,7
24790485,269350782,8
24790485,269523675,9
24790485,269711564,10
24790485,269350783,11
24790485,1408445488,12
24790485,269498480,13
24790485,269713123,14
24790485,269498481,15
24790485,269711612,16
24790485,269350784,17
24790485,561432616,18
24790485,269488017,19
24790485,269350786,20
24790485,269488018,21
24790485,269488019,22
24790485,269350787,23
24790493,269350779,0
24790493,1365831801,1
24790521,255088312,0
24790521,2382996680,1
24790521,2341078351,2
24790521,269489159,3
24790521,269351982,4
24790521,2088930979,5
24790521,2088935771,6
24790521,2088935773,7
24790521,2250194010,8
24790524,269727304,0
24790524,1366439605,1
24790602,2250194010,0
24790602,269352946,1
24790602,269493388,2
24790602,2250193989,3
24790602,269493267,4
24790602,561432678,5
24790602,269493279,6
24790602,269352948,7
24790602,269480378,8
24790602,2250193953,9
24790602,269480432,10
24790602,2382996681,11
24790602,269480433,12
24790602,269352949,13
24797110,269417305,0
24797110,2382041976,1
24797110,269417304,2
24797110,269417303,3
24797110,269417302,4
24797110,1483485823,5
24797110,269417301,6
24797110,2264018771,7
24797110,269417300,8
24797110,2264018766,9
24797110,269417299,10
24797110,2264018752,11
24797110,269417298,12
24797110,269740262,13
24797110,269417297,14
24797110,2264018739,15
24797110,269417296,16
24797110,2264018722,17
24797110,2264018720,18
24797110,269417295,19
24797110,2264018714,20
24797110,269417294,21
24797110,2264018696,22
24797110,269417293,23
24797110,105410357,24
24797200,1758689860,0
24797200,2264073172,1
24797309,538400209,0
24797309,269419438,1
24797309,269419439,2
24797309,269419440,3
24797309,538400217,4
24797309,269419441,5
24797309,269419443,6
24797309,269419444,7
24797309,269419445,8
24797309,269419446,9
24797309,269419447,10
24797309,269419448,11
24797309,269419450,12
24797309,269419451,13
24797309,269419452,14
24797309,269419453,15
24797309,269419454,16
24797309,269419455,17
24797309,1788442223,18
24797309,269419457,19
24803586,269349976,0
24803586,269477955,1
24803586,269477956,2
24803586,269477957,3
24803586,269477958,4
24803586,269478204,5
24803586,269478205,6
24803586,2385194472,7
24803586,269478206,8
24803677,31681175,0
24803677,269478914,1
24803677,269478915,2
24803677,269478916,3
24803677,269478917,4
24803677,269478918,5
24803677,269478919,6
24803677,269522986,7
24803677,269478921,8
24803677,269480576,9
24803884,269480447,0
24803884,269480449,1
24803893,269480455,0
24803893,269480563,1
24803893,269480564,2
24803893,269480565,3
24803893,269480566,4
24803893,269480567,5
24803893,269480568,6
24803893,269480569,7
24803893,269480570,8
24804397,2244888505,0
24804397,269486738,1
24804397,269486737,2
24804397,2244888648,3
24804397,269486736,4
24804397,269486735,5
24804397,269486734,6
24804397,269486733,7
24804397,269486732,8
24804397,2244888666,9
24804397,269486731,10
24804397,269486730,11
24804397,269486729,12
24804397,269486728,13
24804397,2385194504,14
24804397,269486727,15
24804397,2088928531,16
24804432,255087933,0
24804432,255087934,1
24804432,255087935,2
24804432,255087936,3
24804432,2335432444,4
24804444,255088312,0
24804444,2385318293,1
24804444,255088272,2
24804444,255088271,3
24804444,269487119,4
24804444,269487120,5
24804444,269487121,6
24804444,2341078381,7
